,qid,title,category,sub_category,cve_id,cvss,publish_date
4085,374873,Oracle Java SE Critical Patch Update - January 2021 (CPUJAN2021),Local,"Authenticated Discovery, Patch Available",CVE-2020-14803,5.3,1/20/2021
4086,650035,OpenSSH Information Disclosure Vulnerability (Generic),Security Policy,Unix Authenticated Discovery,CVE-2020-14145,5.9,1/4/2021
4087,730116,WordPress Super Cache WordPress plugin authenticated (admin+) RCE Vulnerability,CGI,"Remote Discovery, Patch Available",CVE-2021-24209,7.2,6/21/2021
4088,750184,OpenSUSE Security Update for upx (openSUSE-SU-2021:0813-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-24119,7.1,6/21/2021
4089,750196,OpenSUSE Security Update for Botan (openSUSE-SU-2021:0765-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-24115,9.8,6/21/2021
4090,750219,OpenSUSE Security Update for perl-Image-ExifTool (openSUSE-SU-2021:0707-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-22204,7.8,6/21/2021
4091,750220,OpenSUSE Security Update for monitoring-plugins-smart (openSUSE-SU-2021:0706-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,6/21/2021
4092,750460,OpenSUSE Security Update for blosc (openSUSE-SU-2020:2337-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-29367,7.8,6/21/2021
4093,750471,OpenSUSE Security Update for MozillaThunderbird (openSUSE-SU-2020:2317-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-26971,CVE-2020-35113,CVE-2020-35111,CVE-2020-26978,CVE-2020-26973,CVE-2020-26974,CVE-2020-35112,CVE-2020-16042",8.8,6/21/2021
4094,750486,OpenSUSE Security Update for audacity (openSUSE-SU-2020:2261-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-11867,3.3,6/21/2021
4095,750497,OpenSUSE Security Update for nsd (openSUSE-SU-2020:2222-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-13207,CVE-2020-28935",9.8,6/21/2021
4096,750578,OpenSUSE Security Update for blueman (openSUSE-SU-2020:1997-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2020-15238,7,6/21/2021
4097,750586,OpenSUSE Security Update for tor (openSUSE-SU-2020:1970-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-10593,CVE-2020-10592,CVE-2020-15572",7.5,6/21/2021
4098,750596,OpenSUSE Security Update for chromium (openSUSE-SU-2020:1929-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-16017,CVE-2020-16016,CVE-2020-16013",9.6,6/21/2021
4099,750621,OpenSUSE Security Update for pdns (openSUSE-SU-2020:1556-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-17482,4.3,6/21/2021
4100,750638,OpenSUSE Security Update for postgresql10 (openSUSE-SU-2021:0894-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-32028,CVE-2021-32027",8.8,6/21/2021
4101,750639,OpenSUSE Security Update for djvulibre (openSUSE-SU-2021:0877-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-3500,7.8,6/21/2021
4102,750640,OpenSUSE Security Update for htmldoc (openSUSE-SU-2021:0882-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-20308,9.8,6/21/2021
4103,750641,OpenSUSE Security Update for squid (openSUSE-SU-2021:0879-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-28662,CVE-2021-28651,CVE-2020-25097,CVE-2021-28652,CVE-2021-31806",8.6,6/21/2021
4104,750643,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2021:0873-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-29650,CVE-2021-29155",5.5,6/21/2021
4105,750644,OpenSUSE Security Update for chromium (openSUSE-SU-2021:0881-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30545,CVE-2021-30549,CVE-2021-30550,CVE-2021-30548,CVE-2021-30551,CVE-2021-30546,CVE-2021-30553,CVE-2021-30544,CVE-2021-30552,CVE-2021-30547",8.8,6/21/2021
4106,750647,OpenSUSE Security Update for libopenmpt (openSUSE-SU-2021:0885-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,6/21/2021
4107,750648,"OpenSUSE Security Update for containerd, docker, runc (openSUSE-SU-2021:0878-1)",SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-30465,CVE-2021-21285,CVE-2021-21284,CVE-2021-21334",8.5,6/21/2021
4108,750649,OpenSUSE Security Update for libjpeg-turbo (openSUSE-SU-2021:0892-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-17541,8.8,6/21/2021
4109,239362,Red Hat Update for rh-nginx118-nginx (RHSA-2021:2258),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,6/21/2021
4110,239404,Red Hat Update for samba (RHSA-2021:2313),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-20254,6.8,6/21/2021
4111,239415,Red Hat Update for rh-nginx116-nginx (RHSA-2021:2278),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,6/21/2021
4112,239426,Red Hat Update for gupnp (RHSA-2021:2459),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-33516,8.1,6/21/2021
4113,239427,Red Hat Update for Red Hat OpenStack Platform 13.0 (RHSA-2021:2456),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-27827,CVE-2020-35498",7.5,6/21/2021
4114,239428,Red Hat Update for Red Hat Ceph Storage 4.2 (RHSA-2021:2445),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-27839,CVE-2021-3509,CVE-2021-20288",7.2,6/21/2021
4115,239429,Red Hat Update for gupnp (RHSA-2021:2422),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-33516,8.1,6/21/2021
4116,239430,Red Hat Update for dhcp (RHSA-2021:2420),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-25217,7.4,6/21/2021
4117,239431,Red Hat Update for gupnp (RHSA-2021:2417),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-33516,8.1,6/21/2021
4118,239432,Red Hat Update for dhcp (RHSA-2021:2416),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-25217,7.4,6/21/2021
4119,239433,Red Hat Update for dhcp (RHSA-2021:2405),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-25217,7.4,6/21/2021
4120,239434,Red Hat Update for postgresql (RHSA-2021:2397),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-32027,8.8,6/21/2021
4121,239435,Red Hat Update for rh-postgresql13-postgresql (RHSA-2021:2396),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028,CVE-2021-32029",8.8,6/21/2021
4122,239436,Red Hat Update for rh-postgresql10-postgresql (RHSA-2021:2395),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028",8.8,6/21/2021
4123,239437,Red Hat Update for rh-postgresql12-postgresql (RHSA-2021:2394),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-3393,CVE-2021-32027,CVE-2021-32028,CVE-2021-32029",8.8,6/21/2021
4124,239438,Red Hat Update for postgresql:9.6 (RHSA-2021:2393),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028",8.8,6/21/2021
4125,239439,Red Hat Update for postgresql:10 (RHSA-2021:2392),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028",8.8,6/21/2021
4126,239440,Red Hat Update for postgresql:9.6 (RHSA-2021:2391),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028",8.8,6/21/2021
4127,239441,Red Hat Update for postgresql:10 (RHSA-2021:2390),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-32027,CVE-2021-32028",8.8,6/21/2021
4128,239442,Red Hat Update for postgresql:12 (RHSA-2021:2389),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-3393,CVE-2021-32027,CVE-2021-32028,CVE-2021-32029",8.8,6/21/2021
4129,239447,Red Hat Update for RHV Engine and Host Common Packages (RHSA-2021:2180),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2021-20178,CVE-2021-20180,CVE-2021-20191,CVE-2021-20228",7.5,6/21/2021
4130,239448,Red Hat Update for kpatch-patch (RHSA-2021:2165),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2021-3501,7.1,6/21/2021
4131,239449,Red Hat Update for grafana (RHSA-2021:1859),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2020-24303,CVE-2020-27846",9.8,6/21/2021
4132,281505,Fedora Security Update for dogtag (FEDORA-2021-c0d6637ca5),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-20179,8.1,6/21/2021
4133,316980,Cisco Email Security Appliance and Cisco Web Security Appliance Certificate Validation Vulnerability(cisco-sa-esa-wsa-cert-vali-n8L97RW),Cisco,"Unix Authenticated Discovery, Patch Available",CVE-2021-1566,7.4,6/21/2021
4134,375458,Freeswitch multiple buffer overflow vulnerability (FS-5566),Local,"Authenticated Discovery, Patch Available",CVE-2013-2238,7.6,6/21/2021
4135,375613,SolarWinds Orion Platform Privilege Escalation Vulnerability,Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-27258,9.8,6/21/2021
4136,375633,McAfee Data Loss Prevention Privilege Escalation Vulnerability (SB10344),Local,"Windows Authenticated Discovery, Patch Available",CVE-2020-7346,7.8,6/21/2021
4137,375635,IBM Spectrum Protect Server Multiple Vulnerabilities (6462189),Local,"Windows Authenticated Discovery, Patch Available","CVE-2020-5024,CVE-2020-5025,CVE-2020-4976",7.8,6/21/2021
4138,375637,Cisco AnyConnect Secure Mobility Client for Windows with VPN Posture (HostScan) Module DLL Hijacking Vulnerability(cisco-sa-anyconnect-pos-dll-ff8j6dFv),Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-1567,6.7,6/21/2021
4139,590427,LCDS - Leo Consultoria e Desenvolvimento de Sistemas Ltda ME LAquis SCADA Path Traversal Vulnerability(ICSA-17-082-01),ICS,"Windows Authenticated Discovery, Patch Available, Exploit Available",CVE-2017-6020,5.3,6/21/2021
4140,590430,WECON LeviStudio Buffer Overflow Multiple Vulnerabilities(ICSA-16-189-01),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2016-5781,CVE-2016-4533",7.8,6/21/2021
4141,105983,EOL/Obsolete Operating System: SUSE Linux Enterprise Server 12 Service Pack 4 (SP4) Detected,Security Policy,Unix Authenticated Discovery,,9.8,6/21/2021
4144,375641,Microsoft Edge Based On Chromium Prior to 91.0.864.54 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-30554,CVE-2021-30555,CVE-2021-30556,CVE-2021-30557",8.8,6/18/2021
4145,374841,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-02),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-16044,8.8,1/18/2021
4146,374917,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-05),Local,"Authenticated Discovery, Patch Available","CVE-2021-23953,CVE-2021-23954,CVE-2020-15685,CVE-2020-26976,CVE-2021-23960,CVE-2021-23964",8.8,1/28/2021
4147,375210,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-09),Local,"Authenticated Discovery, Patch Available","CVE-2021-23969,CVE-2021-23968,CVE-2021-23973,CVE-2021-23978",8.8,2/26/2021
4148,375412,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-12),Local,"Authenticated Discovery, Patch Available","CVE-2021-23981,CVE-2021-23982,CVE-2021-23984,CVE-2021-23987",8.8,3/25/2021
4180,375578,Mozilla Thunderbird Security Vulnerability (MFSA2021-22),Local,"Authenticated Discovery, Patch Available","CVE-2021-29956,CVE-2021-29957",4.3,5/24/2021
4186,375485,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-14),Local,"Authenticated Discovery, Patch Available","CVE-2021-23994,CVE-2021-23995,CVE-2021-23998,CVE-2021-23961,CVE-2021-23999,CVE-2021-24002,CVE-2021-29945,CVE-2021-29946,CVE-2021-29948",8.8,4/26/2021
4187,375465,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2021-13),Local,"Authenticated Discovery, Patch Available","CVE-2021-23991,CVE-2021-23992,CVE-2021-23993",6.8,4/19/2021
4188,375515,Mozilla Thunderbird Vulnerability (MFSA2021-17),Local,"Authenticated Discovery, Patch Available",CVE-2021-29950,7.5,4/29/2021
4191,375638,Google Chrome Prior To 91.0.4472.114 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-30554,CVE-2021-30555,CVE-2021-30556,CVE-2021-30557",8.8,6/18/2021
4192,43827,Juniper Junos Remote Code Execution Vulnerability (JSA11147),Hardware,"Unix Authenticated Discovery, Patch Available",CVE-2021-0254,9.8,4/19/2021
4194,91778,IBM Integration Bus and IBM App Connect Enterprise Information Disclosure Vulnerability(6404586),Windows,"Windows Authenticated Discovery, Patch Available",CVE-2020-4576,7.5,6/17/2021
4195,750591,OpenSUSE Security Update for kernel-firmware (openSUSE-SU-2020:1960-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-12321,8.8,6/17/2021
4196,750592,OpenSUSE Security Update for raptor (openSUSE-SU-2020:1959-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2017-18926,7.1,6/17/2021
4197,750593,OpenSUSE Security Update for opera (openSUSE-SU-2020:1952-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-16000,CVE-2020-16007,CVE-2020-16002,CVE-2020-15999,CVE-2020-16006,CVE-2020-16001,CVE-2020-16003,CVE-2020-16004,CVE-2020-16008,CVE-2020-16009,CVE-2020-16005,CVE-2020-16011",9.6,6/17/2021
4198,750594,OpenSUSE Security Update for raptor (openSUSE-SU-2020:1949-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2017-18926,7.1,6/17/2021
4199,750595,OpenSUSE Security Update for u-boot (openSUSE-SU-2020:1930-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-14195,CVE-2019-11059,CVE-2019-14193,CVE-2019-14199,CVE-2019-14200,CVE-2019-14202,CVE-2020-10648,CVE-2019-11690,CVE-2019-14192,CVE-2019-14204,CVE-2019-14197,CVE-2020-8432,CVE-2019-14203,CVE-2019-14196,CVE-2019-14194,CVE-2019-14201,CVE-2019-13103,CVE-2019-14198",9.8,6/17/2021
4200,750597,OpenSUSE Security Update for ImageMagick (openSUSE-SU-2020:1927-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-27560,3.3,6/17/2021
4201,750598,OpenSUSE Security Update for ucode-intel (openSUSE-SU-2020:1923-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-8695,CVE-2020-8698",5.5,6/17/2021
4202,750599,OpenSUSE Security Update for python-waitress (openSUSE-SU-2020:1922-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-16789,CVE-2019-16792,CVE-2019-16786,CVE-2019-16785",8.2,6/17/2021
4203,750600,OpenSUSE Security Update for openldap2 (openSUSE-SU-2020:1918-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-25692,7.5,6/17/2021
4204,750601,OpenSUSE Security Update for MozillaFirefox (openSUSE-SU-2020:1919-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-26950,8.8,6/17/2021
4205,750602,OpenSUSE Security Update for openldap2 (openSUSE-SU-2020:1920-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-25692,7.5,6/17/2021
4206,750603,OpenSUSE Security Update for SDL (openSUSE-SU-2020:1916-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-13616,8.1,6/17/2021
4207,750604,OpenSUSE Security Update for ucode-intel (openSUSE-SU-2020:1915-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-8695,CVE-2020-8698",5.5,6/17/2021
4208,750605,OpenSUSE Security Update for zeromq (openSUSE-SU-2020:1910-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15166,7.5,6/17/2021
4209,750606,OpenSUSE Security Update for python-waitress (openSUSE-SU-2020:1911-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-16789,CVE-2019-16792,CVE-2019-16786,CVE-2019-16785",8.2,6/17/2021
4210,750607,OpenSUSE Security Update for MozillaFirefox (openSUSE-SU-2020:1909-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-26950,8.8,6/17/2021
4211,750608,OpenSUSE Security Update for zeromq (openSUSE-SU-2020:1907-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15166,7.5,6/17/2021
4212,750609,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2020:1906-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-8694,CVE-2020-25285,CVE-2020-25668,CVE-2020-25656,CVE-2020-16120,CVE-2020-25704,CVE-2020-14351",7.8,6/17/2021
4213,750610,OpenSUSE Security Update for samba (openSUSE-SU-2020:1819-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14383,CVE-2020-14318,CVE-2020-14323",6.5,6/17/2021
4214,750611,OpenSUSE Security Update for samba (openSUSE-SU-2020:1811-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14383,CVE-2020-14318,CVE-2020-14323",6.5,6/17/2021
4215,750612,OpenSUSE Security Update for nodejs8 (openSUSE-SU-2020:1644-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15095,4.4,6/17/2021
4216,750613,OpenSUSE Security Update for cifs-utils (openSUSE-SU-2020:1579-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-14342,7,6/17/2021
4217,750614,OpenSUSE Security Update for brotli (openSUSE-SU-2020:1578-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8927,6.5,6/17/2021
4218,750615,OpenSUSE Security Update for MozillaFirefox (openSUSE-SU-2020:1574-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-15678,CVE-2020-15677,CVE-2020-15673,CVE-2020-15676",8.8,6/17/2021
4219,750616,OpenSUSE Security Update for libqt5-qtbase (openSUSE-SU-2020:1568-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-17507,5.3,6/17/2021
4220,750617,OpenSUSE Security Update for libqt5-qtbase (openSUSE-SU-2020:1564-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-17507,5.3,6/17/2021
4221,750618,"OpenSUSE Security Update for conmon, fuse-overlayfs, libcontainers-common, podman (openSUSE-SU-2020:1559-1)",SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-1726,5.9,6/17/2021
4222,750619,OpenSUSE Security Update for tiff (openSUSE-SU-2020:1561-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-14973,6.5,6/17/2021
4223,750620,OpenSUSE Security Update for bcm43xx-firmware (openSUSE-SU-2020:1560-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,6/17/2021
4224,750622,OpenSUSE Security Update for MozillaFirefox (openSUSE-SU-2020:1555-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-15678,CVE-2020-15677,CVE-2020-15673,CVE-2020-15676",8.8,6/17/2021
4225,750623,"OpenSUSE Security Update for conmon, fuse-overlayfs, libcontainers-common, podman (openSUSE-SU-2020:1552-1)",SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-1726,5.9,6/17/2021
4226,750624,OpenSUSE Security Update for openldap2 (openSUSE-SU-2020:1539-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8027,6.6,6/17/2021
4227,750625,OpenSUSE Security Update for rubygem-actionpack-5_1 (openSUSE-SU-2020:1536-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8164,7.5,6/17/2021
4228,750626,OpenSUSE Security Update for openldap2 (openSUSE-SU-2020:1534-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8027,6.6,6/17/2021
4229,750627,OpenSUSE Security Update for ovmf (openSUSE-SU-2020:1535-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-14562,5.5,6/17/2021
4230,750628,OpenSUSE Security Update for rubygem-actionpack-5_1 (openSUSE-SU-2020:1533-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8164,7.5,6/17/2021
4231,750629,OpenSUSE Security Update for chromium (openSUSE-SU-2020:1527-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-15964,CVE-2020-15965,CVE-2020-15961,CVE-2020-15962,CVE-2020-15960,CVE-2020-15963,CVE-2020-15966",9.6,6/17/2021
4232,750630,OpenSUSE Security Update for samba (openSUSE-SU-2020:1526-1),SUSE,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2020-1472,10,6/17/2021
4233,750631,OpenSUSE Security Update for jasper (openSUSE-SU-2020:1523-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2016-9398,CVE-2018-20622,CVE-2018-19543,CVE-2017-5504,CVE-2017-5503,CVE-2018-20570,CVE-2018-9252,CVE-2017-14132,CVE-2018-19139,CVE-2017-5499,CVE-2018-18873,CVE-2017-9782,CVE-2016-9399,CVE-2017-5505",7.8,6/17/2021
4234,750632,OpenSUSE Security Update for ovmf (openSUSE-SU-2020:1525-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-14562,5.5,6/17/2021
4235,750633,OpenSUSE Security Update for perl-DBI (openSUSE-SU-2020:1502-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14393,CVE-2020-14392",7.1,6/17/2021
4236,750634,OpenSUSE Security Update for freerdp (openSUSE-SU-2020:1332-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15103,3.5,6/17/2021
4237,750635,OpenSUSE Security Update for libraw (openSUSE-SU-2020:1088-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15503,7.5,6/17/2021
4238,750636,OpenSUSE Security Update for tomcat (openSUSE-SU-2020:1063-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-11996,7.5,6/17/2021
4239,750637,OpenSUSE Security Update for the Linux Kernel (openSUSE-SU-2020:1062-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-15393,CVE-2020-12771",5.5,6/17/2021
4240,750536,OpenSUSE Security Update for LibVNCServer (openSUSE-SU-2020:2097-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-25708,7.5,6/17/2021
4241,750537,OpenSUSE Security Update for ucode-intel (openSUSE-SU-2020:2098-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-8698,CVE-2020-8696,CVE-2020-8695",5.5,6/17/2021
4242,750538,OpenSUSE Security Update for MozillaThunderbird (openSUSE-SU-2020:2096-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-26959,CVE-2020-26956,CVE-2020-26965,CVE-2020-15999,CVE-2020-26966,CVE-2020-16012,CVE-2020-26960,CVE-2020-26953,CVE-2020-26958,CVE-2020-26968,CVE-2020-26961,CVE-2020-26951",8.8,6/17/2021
4243,750539,OpenSUSE Security Update for c-ares (openSUSE-SU-2020:2092-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8277,7.5,6/17/2021
4244,750540,OpenSUSE Security Update for mariadb (openSUSE-SU-2020:2090-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14765,CVE-2020-15180,CVE-2020-14776,CVE-2020-14789,CVE-2020-14812",9,6/17/2021
4245,750541,OpenSUSE Security Update for ceph (openSUSE-SU-2020:2082-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-25660,8.8,6/17/2021
4246,750542,OpenSUSE Security Update for java-1_8_0-openjdk (openSUSE-SU-2020:2083-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14579,CVE-2020-14803,CVE-2020-14583,CVE-2020-14577,CVE-2020-14556,CVE-2020-14581,CVE-2020-14781,CVE-2020-14782,CVE-2020-14796,CVE-2020-14798,CVE-2020-14593,CVE-2020-14792,CVE-2020-14578,CVE-2020-14797,CVE-2020-14621,CVE-2020-14779",8.3,6/17/2021
4247,750543,OpenSUSE Security Update for wireshark (openSUSE-SU-2020:2076-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-28030,CVE-2020-26575",7.5,6/17/2021
4248,750544,OpenSUSE Security Update for go1.14 (openSUSE-SU-2020:2067-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-28366,CVE-2020-28362,CVE-2020-28367",7.5,6/17/2021
4249,750545,OpenSUSE Security Update for perl-DBI (openSUSE-SU-2020:2064-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2014-10401,CVE-2014-10402",6.1,6/17/2021
4250,750546,OpenSUSE Security Update for podman (openSUSE-SU-2020:2063-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-14370,6.5,6/17/2021
4251,750547,OpenSUSE Security Update for dash (openSUSE-SU-2020:2065-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,6/17/2021
4252,750548,OpenSUSE Security Update for ucode-intel (openSUSE-SU-2020:2075-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-8698,CVE-2020-8696,CVE-2020-8695",5.5,6/17/2021
4253,750549,OpenSUSE Security Update for wpa_supplicant (openSUSE-SU-2020:2059-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2017-13077,CVE-2019-9495,CVE-2017-13081,CVE-2019-9498,CVE-2017-13086,CVE-2017-13079,CVE-2017-13078,CVE-2018-14526,CVE-2017-13080,CVE-2019-16275,CVE-2015-4141,CVE-2019-9497,CVE-2019-13377,CVE-2015-8041,CVE-2019-11555,CVE-2019-9494,CVE-2017-13082,CVE-2015-4143,CVE-2017-13088,CVE-2019-9499,CVE-2017-13087,CVE-2015-4142",8.1,6/17/2021
4254,750550,OpenSUSE Security Update for krb5 (openSUSE-SU-2020:2062-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-28196,7.5,6/17/2021
4255,750551,OpenSUSE Security Update for ceph (openSUSE-SU-2020:2057-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-25660,8.8,6/17/2021
4256,750552,OpenSUSE Security Update for slurm (openSUSE-SU-2020:2056-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-27746,CVE-2020-27745",9.8,6/17/2021
4257,750553,OpenSUSE Security Update for c-ares (openSUSE-SU-2020:2045-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-8277,7.5,6/17/2021
4258,750554,OpenSUSE Security Update for perl-DBI (openSUSE-SU-2020:2051-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2014-10401,CVE-2014-10402",6.1,6/17/2021
4259,750555,OpenSUSE Security Update for dash (openSUSE-SU-2020:2046-1),SUSE,"Unix Authenticated Discovery, Patch Available",,4.2,6/17/2021
4260,750556,OpenSUSE Security Update for java-1_8_0-openjdk (openSUSE-SU-2020:2048-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14579,CVE-2020-14803,CVE-2020-14583,CVE-2020-14577,CVE-2020-14556,CVE-2020-14581,CVE-2020-14781,CVE-2020-14782,CVE-2020-14796,CVE-2020-14798,CVE-2020-14593,CVE-2020-14792,CVE-2020-14578,CVE-2020-14797,CVE-2020-14621,CVE-2020-14779",8.3,6/17/2021
